Lemma,Number of occurrences
dependency,109
tags,30
IVY-745,0
689014,0
sync=,0
.svn,0
directory,87
IVY-763,0
644532,0
Detection,0
newer,5
happen,25
'checkModified,0
'false,1
IVY-389,0
contribution,17
Johan,0
Stuyts,0
608593,0
entity,50
properly,120
IVY-737,0
Patrick,7
Woodworth,0
632301,0
LatestRevisionStrategy.sort,0
IVY-435,0
//svn.apache.org/repos/asf/incubator/ivy/core/trunk,11
519726,0
Retain,0
constraint,67
rules,26
IVY-739,0
optionally,7
utilize,5
rule,15
IVY-740,0
632723,0
Code,35
convention,18
org.apache.ivy.core,0
IVY-518,0
Stephane,2
Bailliez,1
544446,0
deprecate,14
-conf,0
option,124
favor,6
-settings,0
command,102
IVY-438,2
524186,0
progress,23
ivyconf=,2
ivysettings,2
still,136
modify,29
doc,45
519361,0
LatestRevisionStrategy,0
consider,22
IVY-383,0
John,31
Williams,0
510875,0
confs,0
IVY-588,0
563160,0
IVY-340,1
preserve,16
leaves,29
//svn.apache.org/repos/asf/incubator/ivy/trunk,21
495653,0
latest.,0
status,112
matching,26
exist,65
IVY-318,0
484575,0
IVY-347,0
relative,22
551661,0
VFS,2
preventing,5
accessing,16
declaration,11
webdav,2
IVY-293,0
Antoine,0
Levy-Lambert,0
484514,0
Cache,20
storing,17
ArtifactOrigin,0
properties,154
guarantee,12
unicity,0
telescope,0
IVY-430,0
533993,0
IMPROVE,6
Ability,7
buildfilelist,0
Matt,265
Inger,0
493450,0
IvyArtifactProperty,0
IvyArtifactReport,0
IVY-452,0
523466,0
example,97
basic,40
renames,6
Still,12
519887,0
directly,74
IVY-268,0
484423,0
triggers,34
event,58
IVY-650,0
Jason,88
Trump,0
600041,0
artifactproperty,0
token,11
pattern,29
correct,116
always,117
'default,2
IVY-123,0
Peter,6
Oxenham,0
484254,0
override,51
mapping,39
super,20
IVY-218,0
Maarten,2
Coene,2
484285,0
documentation,185
matcher,1
IVY-375,0
Baillez,0
493801,0
r1373478,0
//svn.apache.org/repos/asf/ant/ivy/core/branches/2.3.x,6
1373479,0
local,125
paths,47
IVY-221,0
484286,0
1399811,0
IVY-217,1
patterns,23
484305,0
PublishTest,0
due,139
IVY-420,0
515812,0
introduce,27
management,35
IVY-269,0
484434,0
attribute,71
omitted,0
IVY-231,0
484353,0
define,18
484279,0
cache,161
safely,1
usual,3
IVY-137,0
refactoring,156
preparing,0
ability,73
format,88
484104,0
fallback,18
mechanism,49
IVY-145,0
484129,0
IVY-353,0
symlinks,0
490200,0
merged,95
1397312,0
macrodef,0
ivyconf,0
defining,5
macro,0
resolvers,1
IVY-98,0
484066,0
put,41
IVY-192,0
484497,0
choose,18
conflict,13
manager,46
IVY-161,0
484194,0
overwrite,9
setting,79
ivyconf.xml,0
IVY-127,0
484092,0
symbol,3
configuration,194
mappings,8
IVY-183,0
Karl,3
Baum,0
484265,0
problem,147
reading,58
'invalid,0
POMs,0
IVY-153,0
484230,0
IVY-1141,0
Stephen,1
Haberman,0
non-ASCII,2
character,64
lets,4
crash,13
1402344,0
merging,87
"r1364410,1372594",1
1372609,1
IVY-1207,0
2.2.x,0
//svn.apache.org/repos/asf/ant/ivy/core/branches/2.2.x,0
965297,0
r1342465,0
r1342466,0
1342467,0
IVY-1522,0
Fix,795
FileUtil.normalize,0
normalization,7
logic,255
IVY-1448,0
construct,5
OSGiManifestParser,0
resource,100
IVY-1420,0
configurations/dependencies,0
extend/include,0
KAFKA-6054,8
upgrade,83
Kafka,92
Streams,22
v0.10.0,5
4758,0
Introduces,3
config,151
upgrade.from,2
Reviewers,494
Guozhang,173
Wang,192
guozhang,11
confluent.io,256
Bejeck,26
bill,24
KAFKA-6566,4
Connect,28
Resource,10
Cleanup,36
sink,17
Task.stop,4
WorkerSinkTask.close,4
WorkerSourceTask.close,4
WorkerXXXTask.close,4
finally,19
block,90
WorkerTask.run,4
developers,8
stop,43
Author,1318
Robert,6
Yokota,4
rayokota,4
gmail.com,856
Randall,18
Hauch,18
rhauch,18
Ewen,69
Cheslack-Postava,69
ewen,34
Closes,767
5020,4
rayokota/K6566-improve-connect-resource-cleanup,4
KAFKA-5731,0
worker,24
updates,86
committed,53
offsets,27
synchronous,2
consumer,86
request,151
handled,35
previously-submitted,0
asynchronous,4
requests,70
happened,3
out-of-order,1
handlers,12
improperly,1
became,4
connector,78
working,80
ensures,19
recent,16
reorders,0
callbacks,21
backports,0
KAFKA-4942,0
0.10.2,1
3662,0
already-approved,1
3672,0
0.11.0,2
3717,0
rhauch/kafka-5731-0.10.2,0
KAFKA-4317,1
Checkpoint,2
state,199
stores,31
backport,50
//github.com/apache/kafka/pull/2471,0
Damian,73
Guy,73
damian.guy,50
wangguoz,100
3024,0
dguy/k4881-bp,0
KAFKA-4644,1
StreamsPartitionAssignor,2
previously,28
covered,10
ensureCopartitioning,1
2448,1
dguy/KAFKA-4644,1
cherry,220
picked,227
662c2f893c95128a9d5033f730f1538d368fd151,0
Signed-off-by,427
KAFKA-4786,1
Wait,4
heartbeat,4
thread,115
terminate,2
close,99
Rajini,14
Sivaram,14
rajinisivaram,14
googlemail.com,14
Apurva,11
Mehta,15
apurva,10
Ismael,124
Juma,123
ismael,103
juma.me.uk,103
Gustafson,81
jason,69
2586,1
rajinisivaram/KAFKA-4786,1
5916ef0227d099e5fa05341db3f918f5ef035816,0
KAFKA-4791,1
unable,12
store,160
regex,20
matched,7
topics,45
sources,22
bbejeck,12
Matthias,65
Sax,65
2618,1
bbejeck/KAFKA-4791_unable_to_add_statestore_regex_topics,1
15e0234a5f4976facd4cfe61b91cfcdec6f6083c,0
KAFKA-5075,0
Defer,0
pollOnce,0
fetch,44
position,22
already,114
Dong,11
Lin,11
lindong28,8
users.noreply.github.com,4
Jiangjie,24
Qin,24
becket.qin,24
2859,0
lindong28/KAFKA-5075,0
resolving,10
Conflicts,62
clients/src/main/java/org/apache/kafka/clients/consumer/internals/Fetcher.java,0
KAFKA-4851,1
segments,16
Segments.segments,1
restrict,7
locating,1
Segments,1
currently,62
i.e.,14
searching,9
hashmap,1
many,69
2645,1
dguy/session-windows-testing,1
146edd530a6dfa534fd8cb924fd2336e27872c2a,0
KAFKA-4881,1
internal.leave.group.config,0
//github.com/apache/kafka/pull/2650,0
3025,0
dguy/kafka-4881-bp,0
KAFKA-5216,1
peekNextKey,1
window/session,1
iterators,6
guozhangwang,6
mjsax,5
dguy,3
Xavier,9
Léauté,6
xavier,6
3016,1
xvrl/kafka-5216,1
KAFKA-5150,2
reduce,69
lz4,3
decompression,7
overhead,30
buffers,14
Fetcher,16
switch,27
stream,127
ByteBuffers,10
avoids,22
reaching,2
end,79
legacy,24
record,68
batches,14
compressible,2
incompressible,10
blocks,51
increase,16
would,146
invalid,58
flag,72
frame,24
3090,0
xvrl/kafka-5150-0.10,0
HOTFIX,11
KAFKA-4060,7
KAFKA-4476,3
matthias,48
2418,2
mjsax/kafka-4060-zk-test-follow-up,3
dd897bdb2e9cc8790d1e0494fb7867a5cd09ecc6,0
KAFKA-4565,0
Separation,1
Internal,5
External,3
traffic,0
KIP-103,1
Gwen,34
Shapira,34
cshapi,9
2354,0
ijuma/kafka-4565-separation-of-internal-and-external-traffic,0
KAFKA-4672,1
compatibility,63
lambda,5
expressions,48
Variance,4
KIP-100,1
compilation,34
expression,72
knowledge,5
affects,13
KStreams.transform,1
TransformerSupplier,1
prior,18
write,87
streams.transform,1
MyTransformer,3
:new,1
Transformer,6
compiler,35
infer,6
reverting,56
invariant,7
transformer,7
suppliers,1
please,15
cherry-pick,1
0.10.2.x,1
2402,1
xvrl/lambdas-oh-my,1
20e957c9b1f389621bb8ae9e9f5554b66cd92a4f,0
InternalTopicManager,1
copartitioning,1
reveal,1
StreamPartitionAssigner,3
Issue,48
topic,66
consume,8
Depending,4
downstream,4
changelog,18
get,225
not-yet,1
repartitioning,3
2404,1
0b99bea590842018e8e97e7fd1c71b1471db4d08,0
KAFKA-3502,3
KStreamTestDriver,8
needs,232
closed,61
Found,1
recently,9
RocksDB,7
virtual,16
contained,11
topology,54
persistent,18
initialized,24
MINOR,13
closing,45
flushing,2
triggered,15
KTableKTableLeftJoin.shouldNotThrowIllegalStateExceptionWhenMultiCacheEvictions,1
CachingXXXStore,1
namespace,25
renaming,23
cacheName,1
this.name,1
elsewhere,1
Eno,24
Thereska,24
2432,1
guozhangwang/K3502-kstream-builder-test,1
2ca3e59bb6054cc8ecf6926a74859efe3df000ba,0
KAFKA-4402,0
KafkaProducer,0
robin,0
yaojuncn,1
Vahid,5
Hashemian,5
vahidhashemian,5
us.ibm.com,7
Konstantin,2
konstantin,0
tubemogul.com,0
2128,0
yaojuncn/KAFKA-4402-client-producer-round-robin-fix,0
KAFKA-4114,0
offset,51
reset,62
strategies,3
finer,2
grained,0
auto,16
've,28
left,47
TODO,27
whether,59
want,41
KGroupedTable.aggregate,0
KStreamImpl,2
re-partitioning,0
2007,51
bbejeck/KAFKA-4114_allow_different_offset_reset_strategies,0
KAFKA-3751,0
SASL/SCRAM,0
KIP-84,0
//cwiki.apache.org/confluence/display/KAFKA/KIP-84,0
3A+Support+SASL+SCRAM+mechanisms,0
Jun,202
Rao,67
junrao,29
2086,0
rajinisivaram/KAFKA-3751,0
Follow-up,7
unexpected,11
partitions,51
Re-branched,1
simplify,64
Hojjat,3
Jafarpour,3
hojjat,3
Hojjat-Jafarpours-MBP.local,2
2389,1
hjafarpour/KAFKA-4060-Remove-ZkClient-dependency-in-Kafka-Streams-followup-from-trunk,1
Address,43
upon,31
8e2cbae8b12cd71f99f13953b744163f68021323,0
KAFKA-4426,0
timeout,98
KafkaConsumer,4
KIP-102,0
apurva.1618,0
2285,0
rajinisivaram/KAFKA-4426,0
move,79
init,29
RocksDBStore,1
wOptions,1
fOptions,1
dismissed,1
however,16
generated,103
supposed,1
well,119
objects,132
inside,57
cleanups,15
KStreamTestDriver.close,1
lost,19
flush,25
forwarding,13
MockProcessorContext,2
mutual,2
ProcessorContext,3
driver,100
2381,1
guozhangwang/K3502-pure-virtual-function-unit-tests,1
1974e1b0e54abe5fdebd8ff3338df864b7ab60f3,0
KAFKA-4366,0
KafkaStreams.close,2
indefinitely,5
timeUnit,1
join,116
KafkaStreams,3
deadlock,18
uncaught,1
handler,34
System.exit,1
shutdown,56
hook,9
2097,0
dguy/kafka-4366,0
KAFKA-4492,1
streams,69
policy,138
tolerable,1
reentrant,2
puts,10
NamedCache,1
dealing,10
re-entrant,1
nature,1
LRU,6
becoming,1
corrupted,12
occurring,8
dirty,9
key,162
runs,40
Node,19
gets,52
marked,27
Entry,1
flushed,16
Downstream,5
processor,58
table,441
fronted,1
oldest,4
node,153
run,242
immediately,23
dirtyKey,1
tries,13
fails,223
dirtyKeySet,1
2226,1
dguy/cache-bug,1
KAFKA-4432,1
supply,3
payloads,5
perf-producer,1
script,44
Current,4
ProducerPerformance,1
creates,86
payload,21
useful,26
testing,134
compression,36
production/custom,1
decided,5
producer,38
perf,12
send,58
Following,6
producer-performance,1
evoked,1
record-size,5
payload-file,5
guaranteed,8
events,29
./kafka-producer-perf-test.sh,1
test_topic,1
num-records,1
100000,1
producer-props,1
bootstrap.servers=127.0.0.1:9092,1
acks=0,1
buffer.memory=33554432,1
compression.type=gzip,1
batch.size=10240,1
linger.ms=10,1
throughput,10
./test_payloads,1
payload-delimiter,3
Earlier,1
exactly,11
Providing,3
defaults,24
Sandesh,1
sandesh.karkera,1
flipkart.com,1
dan,2
norwood,6
2158,1
SandeshKarkera/PerfProducerChanges,1
a37bf5fffa4a607ded14ec055276d76f19df2d50,0
client,367
kafka,23
HojjatJpoursMBP.attlocal.net,0
Isamel,0
1884,0
hjafarpour/KAFKA-4060-Remove-ZkClient-dependency-in-Kafka-Streams-new,0
KAFKA-4539,0
StreamThread,8
creating,124
StandbyTasks,0
Tasks,7
StateStore,3
wont,2
StandbyTask,1
createStandbyTask,0
StandbyTaskCreator.createTask,0
checkpointed,2
never,57
loaded,29
2255,0
dguy/kafka-4539,0
KAFKA-4379,2
keys,51
StoreChangeLogger,5
keeps,10
batch,38
records,32
However,29
KIP-63,1
batching,8
de-duping,1
layer,33
relies,9
context.timestamp,1
likely,15
enabled,76
2103,2
dguy/store-change-logger,1
KAFKA-3715,0
granular,3
metrics,57
hierarhical,0
logging,73
levels,12
Metrics,3
expose,23
register,13
non,38
latency,16
StreamsMetrics,0
recording,5
joint,0
Aarti,1
Gupta,6
//github.com/apache/kafka/pull/1362,0
issuecomment-218326690,0
process,127
punctuate,5
rate,14
granularity,10
global,61
mentioned,15
helpful,9
debugging,13
total,17
cumulated,0
context.forward,4
indicating,5
forwarded,2
partition,61
timestamp,41
Besides,2
consumed,3
discussions,2
//issues.apache.org/jira/browse/KAFKA-3715,0
KIP-104,0
KIP-105,0
eno,0
aartiguptaa,0
Greg,4
Fodor,1
1446,2
aartigupta/trunk,0
KAFKA-4381,0
lag,1
2329,0
becketqin/KAFKA-4381,0
KAFKA-4355,1
Skip,3
eno.thereska,5
2133,0
enothereska/KAFKA-4355-topic-not-found,0
KAFKA-4001,0
Join,10
Semantics,1
KIP-77,0
leftJoin,4
outerJoin,0
simplified,8
KTable-KTable,2
KStream-KStream,0
joins,23
KStream-KTable,1
1777,0
mjsax/kafka-4001-joins,0
KAFKA-4010,0
ConfigDef,4
toEnrichedRst,0
followup,6
//github.com/apache/kafka/pull/1696,0
rekhajoshm,1
Shikhar,2
Bhushan,2
shikhar,2
Joshi,0
1964,0
shikhar/kafka-4010,0
KAFKA-4311,1
Multi,1
ProcessorNode,7
Given,13
arriving,1
tableOne,5
trigger,79
reducer-store,5
backing,15
eldest,1
ClassCastException,70
occurs,30
child,32
mapValues,1
ForwardingCacheFlushListener,1
remember,1
KTable,13
builder.table,3
Serdes.String,7
Long,25
Serdes.Long,3
tableTwo,3
two.groupBy,1
KeyValueMapper,7
KeyValue,9
Override,5
apply,60
.reduce,1
Reducer,3
one.leftJoin,1
ValueJoiner,1
.mapValues,1
ValueMapper,1
2051,1
dguy/kafka-4311,1
KAFKA-2066,0
client-side,8
FetchRequest/FetchResponse,0
2069,0
hachikuji/KAFKA-2066,0
KAFKA-4387,0
handle,142
interrupts,3
//issues.apache.org/jira/browse/KAFKA-4387,0
Stig,0
Rohde,0
Døssing,0
sdo,0
it-minds.dk,0
2110,0
srdo/KAFKA-4387,0
KAFKA-3836,1
KStreamReduce,1
KTableReduce,1
nulls,14
Deserializers,1
Minor,40
Jeyhun,2
Karimov,4
je.karimov,2
1591,1
jeyhunkarimov/KAFKA-3836,1
KAFKA-4148,0
ListOffsetRequest,0
KIP-79,0
1852,1
becketqin/KAFKA-4148,0
KAFKA-3809,0
Auto-generate,0
topic-level,0
ijuma,1
said,12
KAFKA-3234,2
mechanical,0
docs,33
discussion,18
deprecating/renaming,0
jjkoshy,1
hope,3
mind,0
took,3
months,2
activity,1
thought,5
okay,2
essentially,2
5-6,0
commits,328
Joel,10
//github.com/apache/kafka/pull/907,0
experienced,1
git,19
merge/rebase,0
largely,5
hand-merged,0
credit,17
goes,10
blame,0
reference,73
attached,31
auto-generated,1
configuration.html,0
PDF,7
github,7
let,30
attache,0
html,10
configuration.pdf,0
//github.com/apache/kafka/files/323901/configuration.pdf,0
writing,57
Scala,15
know,27
needed,110
person,1
help,25
redirect,6
Cheng,0
jylcheng,0
yahoo.com,26
Koshy,4
1527,1
wushujames/generate_topic_docs,0
KAFKA-3769,0
Create,65
sensors,0
per-thread,0
Michael,62
Noll,6
michael,3
gfodor,0
1530,1
guozhangwang/K3769-per-thread-metrics,0
KAFKA-4248,1
Consumer,8
rematch,1
subscribe,3
1954,1
hachikuji/rematch-regex-on-subscribe,1
KAFKA-3807,0
transient,8
race,44
future,44
completion,30
Norwood,1
1821,0
hachikuji/KAFKA-3807,0
KAFKA-4008,1
Module,4
tools,38
dependent,22
core,28
application,58
tool,30
1685,1
mjsax/moveResetTool,1
f2405a73ea2dd4b636832b7f8729fb06a04de1d5,0
ewencp.org,17
KAFKA-4033,0
Revise,3
semantics,28
subscription,18
KIP-70,0
rebalance,9
Instead,17
poll,25
scheduled,11
refresh,30
assigned,15
1726,0
vahidhashemian/KAFKA-4033,0
KAFKA-3747,1
Close,104
RecordBatch.records,1
append,19
test_producer_throughput,1
message_size=10000,1
compression_type=snappy,1
snappy,1
buffer,62
32k,4
executed,28
heap,14
192m,1
768m,1
1418,1
ijuma/kafka-3747-close-record-batch-when-append-fails,1
KAFKA-3888,0
heartbeats,7
background,15
KIP-62,0
1627,0
hachikuji/KAFKA-3888,0
KAFKA-4042,0
Contain,0
start/stop,2
Worker,6
Invoke,2
statusListener.onFailure,0
callback,26
statusBackingStore,0
involved,14
putSafe,0
prevented,8
preceded,1
non-safe,0
completing,3
transitioning,0
FAILED,2
registered,21
condition,56
1778,0
shikhar/distherder-stayup-take4,0
KAFKA-2063,1
Bound,0
KIP-74,1
//cwiki.apache.org/confluence/display/KAFKA/KIP-74,0
3A+Add+Fetch+Response+Size+Limit+in+Bytes,0
motivated,0
//issues.apache.org/jira/browse/KAFKA-2063,0
Andrey,2
Neporada,0
neporada,0
1812,1
nepal/kip-74,0
KAFKA-3477,1
extended,48
KStream/KTable,1
partitioner,6
sinks,8
1180,1
mjsax/kafka-3477-streamPartitioner-DSL,1
KAFKA-3449,1
Rename,79
filterOut,1
filterNot,1
terminology,5
…nology,1
good,34
//issues.apache.org/jira/browse/KAFKA-3449,1
lot,11
Andrea,4
Cosentino,1
ancosen,1
Yasuhiro,3
Matsuda,3
1134,1
oscerd/KAFKA-3449,1
KAFKA-3902,1
Optimize,19
KTable.filter,1
DSL,6
license,27
open,65
Contributors,1
Phil,4
Derome,5
checkEmpty,1
validate,46
nothing,21
inhibit,1
Philippe,1
phderome,3
1556,1
phderome/DEROME-3902,1
KAFKA-3598,0
JavaDoc,6
1250,0
mjsax/JavaDoc-publicAPI,0
KAFKA-3579,1
Reference,7
TopicCommand,3
'max.partition.fetch.bytes,1
along,16
'fetch.message.max.bytes,1
leverage,11
'DEFAULT_,1
propoerty,1
constant,52
_DEFAULT,1
Manikumar,6
reddy,1
manikumar.reddy,6
Ashish,4
Singh,88
asingh,31
cloudera.com,51
Grant,30
Henke,8
granthenke,5
1239,1
vahidhashemian/KAFKA-3579,1
KAFKA-3794,0
prefix,25
print,54
writeAsText,1
…int,0
console,4
1577,0
bbejeck/KAFKA-3794-add-prefix-to-print-functions,0
KAFKA-3617,0
SASL,12
authenticator,2
SASL/PLAIN,1
mechanisms,1
authorization,36
1273,0
rajinisivaram/KAFKA-3617,0
KAFKA-3443,0
Pattern,3
1410,0
1477,0
bbejeck/KAFKA-3443_streams_support_for_regex_sources,0
KAFKA-3499,0
typed,5
KeyValueStore,1
Josh,6
Gruenberg,0
1229,0
guozhangwang/K3499,0
KAFKA-3488,0
unsent,1
Fail,1
KafkaConsumer.poll,0
1183,2
rajinisivaram/KAFKA-3488,0
KAFKA-3602,0
RecordAccumulator,0
dequeFor,0
1254,0
hachikuji/KAFKA-3602,0
KAFKA-3526,0
Return,11
string,132
ConfigKeyInfo,0
ConfigValueInfo,0
Liquan,1
Pei,1
liquanpei,1
1200,0
Ishiihara/config-string,0
KAFKA-3431,1
o.a.k.common.BrokerEndPoint,1
favour,2
included,36
efficiency,9
kafka.cluster.EndPoint,1
1105,2
ijuma/kafka-3431-replace-broker-end-point-with-node,1
KAFKA-3117,0
1247,0
hachikuji/KAFKA-3117,0
KAFKA-3475,1
Introduce,31
MiniKdc,1
KAFKA-3453,1
KAFKA-2866,1
1155,1
ijuma/kafka-3475-introduce-our-minikdc,1
KAFKA-3611,0
warnings,80
reflections,0
ewencp,2
granders,0
look,48
1259,0
Ishiihara/fix-warning,0
KAKFA-3599,0
WindowStoreUtils,0
internals,2
1266,0
mjsax/kafka-3599-minorCodeCleanup,0
